136;"wonder";"won-der";"to think about things that you don't know the answer to";
136;"life";"life";"living, to be alive, how you feel";
136;"cold (sick)";"cold (sick)";"a little sick";
136;"move (house)";"move (house)";"to go to live in a new house";
136;"fire (job)";"fire (job)";"when the boss tells you to not come back to a job";
136;"salary";"sal-ar-y";"how much money you can make at a job every year or month";
137;"accident";"ac-ci-dent";"a bad thing that you did but didn't want to happen";
137;"million";"mil-li-on";"thousand thousand, 1000000";
137;"believe";"be-lieve";"to think something is true";
137;"wonderful";"won-der-ful";"very good, happy, great";
138;"correct";"cor-rect";"right, not wrong";
139;"time zone";"time-zone";"when the time is different at a different place";
139;"East";"East";"to go right on a map";
140;"culture";"cul-ture";"the way people in a country do things";
141;"headache";"head-ache";"when your head hurts";
141;"ache";"ache";"to hurt inside";
141;"fever";"fe-ver";"when you are hot because you are sick";
141;"cough";"cough";"to shoot air out of your mouth when you are sick";
141;"sore";"sore";"hurt, pain";
141;"throat";"throat";"the tube in your neck";
142;"matter";"mat-ter";"something happening, something wrong, a problem";
143;"rest (v)";"rest (v)";"to sleep, to relax";
144;"appointment";"ap-point-ment";"when you have to see someone at a special time";
145;"prepare";"pre-pare";"to get ready";
145;"fence";"fence";"a wooden wall with no roof that you can see through";
145;"step";"step";"to move your foot one time, to walk a little";
145;"carpet";"car-pet";"a cover for the floor";
147;"trip";"trip";"to fall while walking";
147;"enjoy";"en-joy";"to like to do something, to have fun";
148;"dust";"dust";"little pieces of dirt, gray fuzzy stuff";
149;"groceries";"gro-ceries";"food you can buy at the store";
149;"letter";"let-ter";"a message or note you can write";
150;"brush";"brush";"a tool with lots of hairs that you can use for cleaning";
150;"pie";"pie";"a cake with more liquid";
151;"get up";"get-up";"to stand up, to wake up";
152;"library";"li-brary";"a place with a lot of books";
153;"miss";"miss";"to want, can't find";
153;"backpack";"back-pack";"a bag that you carry on your back";
153;"thief";"thief";"a person who steals things";
153;"steal";"steal";"to take without asking";
154;"leave";"leave";"to go away";
154;"quick";"quick";"fast";
155;"exercise";"ex-er-cise";"to move to try to be healthy, work out";
155;"magazine";"mag-a-zine";"a thin book with lots of pictures and short stories";
155;"day off";"day-off";"a day where you don't have to go to work";
156;"focus";"fo-cus";"to pay attention";
157;"hungry";"hun-gry";"to want to eat";
157;"healthy";"health-y";"to not be sick, to be strong";
157;"sick";"sick";"to have a problem with your body";
157;"enormous";"e-nor-mous";"very big";
157;"tiny";"ti-ny";"very small";
158;"full";"full";"no room inside, can't put anything more inside";
158;"vitamin";"vi-tam-in";"medicine that you eat every day like food";
159;"toothpaste";"tooth-paste";"soap for your mouth";
159;"armchair";"arm-chair";"a big chair with arms";
159;"comfortable";"com-fort-ab-le";"to feel good, not sick, happy";
159;"dull";"dull";"boring, not colorful";
159;"shiny";"shi-ny";"with lots of light bouncing off";
160;"on time";"on-time";"not early or late";
162;"born";"born";"when you started life";
162;"grow up";"grow-up";"to get bigger, to become an adult";
162;"village";"vil-lage";"a very small city or town";
162;"begin";"be-gin";"to start";
162;"elementary";"el-e-ment-ar-y";"the starting stuff, the first things you learn";
162;"factory";"fac-tor-y";"a big building where you can make things";
162;"arrive";"ar-rive";"to come, to show up, to get to a place";
163;"hobby";"hob-by";"something you like to do for fun";
163;"hero";"he-ro";"a person who saves other people";
164;"freckles";"freck-les";"red or brown dots on your face";
164;"childhood";"child-hood";"the time when you are a child";
165;"advertisement";"ad-ver-tise-ment";"a picture or movie that wants you to buy something";
